imd_storm_id,serial,name,year,basin,start_time,end_time,duration_hours,n_obs,n_imd_obs,n_scorpio_obs,peak_wind_kt,min_pressure_hpa,peak_dvorak_ci,peak_grade,provenance
2016-009,9.0,VARDAH,2016,BOB,2016-12-06 09:00:00,2016-12-13 00:00:00,159.0,48,48,48,70.0,975.0,4.0,VSCS,RSMC_New_Delhi_Best_Track;MOSDAC_SCORPIO
2016-010,10.0,,2016,ARB,2016-12-17 03:00:00,2016-12-18 03:00:00,24.0,6,6,0,25.0,994.0,1.5,D,RSMC_New_Delhi_Best_Track
2017-001,1.0,MAARUTHA,2017,BOB,2017-04-15 00:00:00,2017-04-17 00:00:00,48.0,16,16,16,40.0,996.0,2.5,CS,RSMC_New_Delhi_Best_Track;MOSDAC_SCORPIO
2017-002,2.0,MORA,2017,BOB,2017-05-28 00:00:00,2017-05-30 18:00:00,66.0,22,22,22,60.0,978.0,3.5,SCS,RSMC_New_Delhi_Best_Track;MOSDAC_SCORPIO
2017-003,3.0,,2017,BOB,2017-06-11 12:00:00,2017-06-12 18:00:00,30.0,7,7,0,30.0,988.0,2.0,DD,RSMC_New_Delhi_Best_Track
2017-004,4.0,,2017,BOB,2017-07-18 00:00:00,2017-07-19 00:00:00,24.0,6,6,0,25.0,992.0,1.5,D,RSMC_New_Delhi_Best_Track
2017-005,5.0,,2017,LAND,2017-07-26 00:00:00,2017-07-27 00:00:00,24.0,6,6,0,25.0,993.0,,D,RSMC_New_Delhi_Best_Track
2017-006,6.0,,2017,BOB,2017-09-10 00:00:00,2017-10-10 06:00:00,726.0,8,8,0,30.0,996.0,1.5,DD,RSMC_New_Delhi_Best_Track
2017-007,7.0,,2017,BOB,2017-10-19 00:00:00,2017-10-21 18:00:00,66.0,15,15,0,25.0,997.0,1.5,D,RSMC_New_Delhi_Best_Track
2017-008,8.0,,2017,BOB,2017-11-15 03:00:00,2017-11-17 03:00:00,48.0,11,11,0,25.0,1001.0,1.5,D,RSMC_New_Delhi_Best_Track
2017-009,9.0,OCKHI,2017,BOB,2017-11-29 03:00:00,2017-12-05 18:00:00,159.0,52,52,52,85.0,976.0,4.5,VSCS,RSMC_New_Delhi_Best_Track;MOSDAC_SCORPIO
2017-010,10.0,,2017,BOB,2017-06-12 03:00:00,2017-09-12 06:00:00,2211.0,17,17,0,30.0,1002.0,2.0,DD,RSMC_New_Delhi_Best_Track
2018-001,1.0,,2018,ARB,2018-03-13 03:00:00,2018-03-14 18:00:00,39.0,9,9,0,25.0,1006.0,1.5,D,RSMC_New_Delhi_Best_Track
2018-002,2.0,SAGAR,2018,ARB,2018-05-16 12:00:00,2018-05-20 00:00:00,84.0,25,25,0,45.0,994.0,3.0,CS,RSMC_New_Delhi_Best_Track
2018-003,3.0,MEKUNU,2018,ARB,2018-05-21 12:00:00,2018-05-27 00:00:00,132.0,41,41,41,95.0,960.0,5.0,ESCS,RSMC_New_Delhi_Best_Track;MOSDAC_SCORPIO
2018-004,4.0,,2018,BOB,2018-05-29 06:00:00,2018-05-30 03:00:00,21.0,5,5,0,30.0,992.0,2.0,DD,RSMC_New_Delhi_Best_Track
2018-005,5.0,,2018,BOB,2018-06-10 06:00:00,2018-06-10 18:00:00,12.0,3,3,0,25.0,988.0,1.5,D,RSMC_New_Delhi_Best_Track
2018-006,6.0,,2018,BOB,2018-07-21 03:00:00,2018-07-23 00:00:00,45.0,11,11,0,30.0,988.0,2.0,DD,RSMC_New_Delhi_Best_Track
2018-007,7.0,,2018,BOB,2018-08-07 09:00:00,2018-08-08 00:00:00,15.0,4,4,0,25.0,992.0,1.5,D,RSMC_New_Delhi_Best_Track
2018-008,8.0,,2018,LAND,2018-08-15 03:00:00,2018-08-17 00:00:00,45.0,10,10,0,25.0,993.0,,D,RSMC_New_Delhi_Best_Track
2018-009,9.0,,2018,BOB,2018-09-06 00:00:00,2018-09-07 03:00:00,27.0,7,7,0,30.0,990.0,2.0,DD,RSMC_New_Delhi_Best_Track
2018-010,10.0,DAYE,2018,BOB,2018-09-19 15:00:00,2018-09-22 06:00:00,63.0,17,17,17,35.0,992.0,2.5,CS,RSMC_New_Delhi_Best_Track;MOSDAC_SCORPIO
2018-011,11.0,LUBAN,2018,ARB,2018-10-06 09:00:00,2018-10-15 00:00:00,207.0,48,48,48,75.0,978.0,4.5,VSCS,RSMC_New_Delhi_Best_Track;MOSDAC_SCORPIO
2018-012,12.0,TITLI,2018,BOB,2018-10-08 03:00:00,2018-10-12 21:00:00,114.0,34,34,34,80.0,972.0,4.5,VSCS,RSMC_New_Delhi_Best_Track;MOSDAC_SCORPIO
2018-013,13.0,GAJA,2018,BOB,2018-11-10 00:00:00,2018-11-19 12:00:00,228.0,63,63,63,70.0,976.0,4.0,VSCS,RSMC_New_Delhi_Best_Track;MOSDAC_SCORPIO
2018-014,14.0,PHETHAI,2018,BOB,2018-12-13 00:00:00,2018-12-17 18:00:00,114.0,31,31,31,55.0,992.0,3.5,SCS,RSMC_New_Delhi_Best_Track;MOSDAC_SCORPIO
,,LUBAN,2018,,2018-10-11 00:00:00,2018-10-12 21:00:00,45.0,16,0,16,75.0,,,,MOSDAC_SCORPIO
2019-001,1.0,PABUK,2019,BOB,2019-01-04 12:00:00,2019-01-07 18:00:00,78.0,22,22,0,45.0,998.0,2.5,CS,RSMC_New_Delhi_Best_Track
2019-002,2.0,FANI,2019,BOB,2019-04-26 03:00:00,2019-05-04 12:00:00,201.0,64,64,56,115.0,932.0,6.0,ESCS,RSMC_New_Delhi_Best_Track;MOSDAC_SCORPIO
2019-003,3.0,VAYU,2019,ARB,2019-06-10 00:00:00,2019-06-17 12:00:00,180.0,59,59,59,80.0,970.0,4.5,VSCS,RSMC_New_Delhi_Best_Track;MOSDAC_SCORPIO
2019-004,4.0,,2019,BOB,2019-08-06 03:00:00,2019-08-09 06:00:00,75.0,17,17,0,30.0,988.0,2.0,DD,RSMC_New_Delhi_Best_Track
2019-005,5.0,HIKKA,2019,ARB,2019-09-22 03:00:00,2019-09-25 06:00:00,75.0,23,23,23,75.0,978.0,4.5,VSCS,RSMC_New_Delhi_Best_Track;MOSDAC_SCORPIO
2019-006,6.0,,2019,LAND,2019-09-29 12:00:00,2019-10-01 00:00:00,36.0,8,8,0,25.0,1002.0,,D,RSMC_New_Delhi_Best_Track
2019-007,7.0,KYAAR,2019,ARB,2019-10-24 03:00:00,2019-11-02 15:00:00,228.0,74,74,74,130.0,922.0,6.5,SuCS,RSMC_New_Delhi_Best_Track;MOSDAC_SCORPIO
2019-008,8.0,MAHA,2019,ARB,2019-10-30 00:00:00,2019-11-07 09:00:00,201.0,68,68,68,100.0,956.0,5.5,ESCS,RSMC_New_Delhi_Best_Track;MOSDAC_SCORPIO
2019-009,9.0,BULBUL,2019,BOB,2019-11-05 00:00:00,2019-11-11 00:00:00,144.0,41,41,41,75.0,976.0,4.5,VSCS,RSMC_New_Delhi_Best_Track;MOSDAC_SCORPIO
2019-010,10.0,PAWAN,2019,ARB,2019-12-02 12:00:00,2019-12-07 09:00:00,117.0,32,32,32,40.0,998.0,2.5,CS,RSMC_New_Delhi_Best_Track;MOSDAC_SCORPIO
2019-011,11.0,,2019,ARB,2019-12-03 18:00:00,2019-12-05 06:00:00,36.0,9,9,0,30.0,1000.0,2.0,DD,RSMC_New_Delhi_Best_Track
2019-012,12.0,,2019,ARB,2019-12-08 09:00:00,2019-12-10 03:00:00,42.0,10,10,0,30.0,1000.0,2.0,DD,RSMC_New_Delhi_Best_Track
2020-001,1.0,AMPHAN,2020,BOB,2020-05-16 00:00:00,2020-05-21 12:00:00,132.0,44,44,44,130.0,920.0,6.5,SuCS,RSMC_New_Delhi_Best_Track;MOSDAC_SCORPIO
2020-002,2.0,,2020,ARB,2020-05-29 09:00:00,2020-05-31 18:00:00,57.0,13,13,0,25.0,1000.0,,D,RSMC_New_Delhi_Best_Track
2020-003,3.0,NISARGA,2020,ARB,2020-06-01 00:00:00,2020-06-04 06:00:00,78.0,23,23,23,60.0,984.0,4.0,SCS,RSMC_New_Delhi_Best_Track;MOSDAC_SCORPIO
2020-004,4.0,,2020,BOB,2020-10-11 00:00:00,2020-10-14 06:00:00,78.0,18,18,0,30.0,996.0,2.0,DD,RSMC_New_Delhi_Best_Track
2020-005,5.0,,2020,ARB,2020-10-17 03:00:00,2020-10-18 18:00:00,39.0,9,9,0,25.0,1003.0,1.5,D,RSMC_New_Delhi_Best_Track
2020-006,6.0,,2020,BOB,2020-10-22 03:00:00,2020-10-23 18:00:00,39.0,10,10,0,25.0,998.0,1.5,D,RSMC_New_Delhi_Best_Track
2020-007,7.0,NIVAR,2020,BOB,2020-11-22 21:00:00,2020-11-26 18:00:00,93.0,28,28,28,65.0,982.0,4.0,VSCS,RSMC_New_Delhi_Best_Track;MOSDAC_SCORPIO
2020-008,8.0,GATI,2020,ARB,2020-11-21 18:00:00,2020-11-24 03:00:00,57.0,16,16,16,75.0,976.0,4.5,VSCS,RSMC_New_Delhi_Best_Track;MOSDAC_SCORPIO
2020-009,9.0,BUREVI,2020,BOB,2020-11-30 00:00:00,2020-12-05 03:00:00,123.0,35,35,35,45.0,996.0,3.0,CS,RSMC_New_Delhi_Best_Track;MOSDAC_SCORPIO
2021-001,1.0,,2021,BOB,2021-04-02 00:00:00,2021-04-03 03:00:00,27.0,7,7,0,25.0,1000.0,1.5,D,RSMC_New_Delhi_Best_Track
2021-002,2.0,TAUKTAE,2021,ARB,2021-05-14 03:00:00,2021-05-19 06:00:00,123.0,40,40,40,100.0,950.0,5.5,ESCS,RSMC_New_Delhi_Best_Track;MOSDAC_SCORPIO
2021-003,3.0,YAAS,2021,BOB,2021-05-23 06:00:00,2021-05-27 18:00:00,108.0,31,31,31,75.0,970.0,4.0,VSCS,RSMC_New_Delhi_Best_Track;MOSDAC_SCORPIO
2021-004,4.0,,2021,BOB,2021-09-12 12:00:00,2021-09-14 18:00:00,54.0,12,12,0,30.0,990.0,2.0,DD,RSMC_New_Delhi_Best_Track
2021-005,5.0,GULAB,2021,BOB,2021-09-24 12:00:00,2021-09-28 03:00:00,87.0,24,24,24,45.0,992.0,3.0,CS,RSMC_New_Delhi_Best_Track;MOSDAC_SCORPIO
2021-006,6.0,SHAHEEN,2021,ARB,2021-09-30 00:00:00,2021-10-04 06:00:00,102.0,32,32,32,60.0,984.0,3.5,SCS,RSMC_New_Delhi_Best_Track;MOSDAC_SCORPIO
2021-007,7.0,,2021,ARB,2021-10-07 03:00:00,2021-10-08 18:00:00,39.0,9,9,0,25.0,1002.0,1.5,D,RSMC_New_Delhi_Best_Track
2021-008,8.0,,2021,BOB,2021-11-10 12:00:00,2021-11-11 18:00:00,30.0,7,7,0,25.0,1000.0,1.5,D,RSMC_New_Delhi_Best_Track
2021-009,9.0,,2021,BOB,2021-11-18 03:00:00,2021-11-19 03:00:00,24.0,6,6,0,25.0,1000.0,1.5,D,RSMC_New_Delhi_Best_Track
2021-010,10.0,JAWAD,2021,BOB,2021-12-02 12:00:00,2021-12-05 18:00:00,78.0,22,22,22,40.0,1000.0,2.5,CS,RSMC_New_Delhi_Best_Track;MOSDAC_SCORPIO
2022-001,1.0,,2022,BOB,2022-03-03 00:00:00,2022-03-06 00:00:00,72.0,16,16,0,30.0,1002.0,2.0,DD,RSMC_New_Delhi_Best_Track
2022-002,2.0,,2022,BOB,2022-03-20 00:00:00,2022-03-23 00:00:00,72.0,17,17,0,30.0,1000.0,2.0,DD,RSMC_New_Delhi_Best_Track
2022-003,3.0,ASANI,2022,BOB,2022-05-07 06:00:00,2022-05-12 00:00:00,114.0,35,35,35,55.0,982.0,3.5,SCS,RSMC_New_Delhi_Best_Track;MOSDAC_SCORPIO
2022-004,4.0,,2022,BOB,2022-05-20 03:00:00,2022-05-20 18:00:00,15.0,5,5,0,25.0,998.0,1.5,D,RSMC_New_Delhi_Best_Track
2022-005,5.0,,2022,ARB,2022-07-16 03:00:00,2022-07-17 18:00:00,39.0,9,9,0,25.0,992.0,1.5,D,RSMC_New_Delhi_Best_Track
2022-006,6.0,,2022,LAND,2022-08-09 03:00:00,2022-08-09 18:00:00,15.0,4,4,0,25.0,990.0,,D,RSMC_New_Delhi_Best_Track
2022-007,7.0,,2022,ARB,2022-08-12 03:00:00,2022-08-13 06:00:00,27.0,7,7,0,25.0,990.0,1.5,D,RSMC_New_Delhi_Best_Track
2022-008,8.0,,2022,BOB,2022-08-14 03:00:00,2022-08-16 06:00:00,51.0,12,12,0,25.0,994.0,1.5,D,RSMC_New_Delhi_Best_Track
2022-009,9.0,,2022,BOB,2022-08-19 00:00:00,2022-08-23 00:00:00,96.0,22,22,0,30.0,992.0,2.0,DD,RSMC_New_Delhi_Best_Track
2022-010,10.0,,2022,LAND,2022-09-11 00:00:00,2022-09-12 00:00:00,24.0,6,6,0,25.0,998.0,,D,RSMC_New_Delhi_Best_Track
2022-011,11.0,SITRANG,2022,BOB,2022-10-22 03:00:00,2022-10-25 00:00:00,69.0,20,20,12,45.0,996.0,3.0,CS,RSMC_New_Delhi_Best_Track;MOSDAC_SCORPIO
2022-012,12.0,,2022,BOB,2022-11-20 00:00:00,2022-11-22 00:00:00,48.0,11,11,0,25.0,1003.0,1.5,D,RSMC_New_Delhi_Best_Track
2022-013,13.0,MANDOUS,2022,BOB,2022-12-06 12:00:00,2022-12-10 06:00:00,90.0,27,27,0,50.0,990.0,3.0,SCS,RSMC_New_Delhi_Best_Track
2022-014,14.0,,2022,ARB,2022-12-14 09:00:00,2022-12-17 06:00:00,69.0,15,15,0,30.0,1000.0,2.0,DD,RSMC_New_Delhi_Best_Track
2022-015,15.0,,2022,BOB,2022-12-22 03:00:00,2022-12-25 06:00:00,75.0,17,17,0,25.0,1004.0,1.5,D,RSMC_New_Delhi_Best_Track
,,SITRANG,2022,,2022-10-21 18:00:00,2022-10-26 06:00:00,108.0,7,0,7,35.0,,,,MOSDAC_SCORPIO
2023-001,1.0,,2023,BOB,2023-01-30 03:00:00,2023-02-02 12:00:00,81.0,18,18,0,25.0,1004.0,1.5,D,RSMC_New_Delhi_Best_Track
2023-002,2.0,MOCHA,2023,BOB,2023-05-09 12:00:00,2023-05-15 00:00:00,132.0,40,40,22,115.0,938.0,6.0,ESCS,RSMC_New_Delhi_Best_Track;MOSDAC_SCORPIO
2023-003,3.0,BIPARJOY,2023,ARB,2023-06-06 00:00:00,2023-06-19 00:00:00,312.0,97,97,43,90.0,958.0,5.0,ESCS,RSMC_New_Delhi_Best_Track;MOSDAC_SCORPIO
2023-004,4.0,,2023,BOB,2023-08-01 00:00:00,2023-08-03 06:00:00,54.0,13,13,0,30.0,988.0,2.0,DD,RSMC_New_Delhi_Best_Track
2023-005,5.0,,2023,ARB,2023-09-30 03:00:00,2023-10-01 00:00:00,21.0,5,5,0,25.0,1002.0,1.5,D,RSMC_New_Delhi_Best_Track
2023-006,6.0,TEJ,2023,ARB,2023-10-20 03:00:00,2023-10-24 12:00:00,105.0,33,33,18,95.0,964.0,5.0,ESCS,RSMC_New_Delhi_Best_Track;MOSDAC_SCORPIO
2023-007,7.0,HAMOON,2023,BOB,2023-10-21 18:00:00,2023-10-25 21:00:00,99.0,29,29,15,65.0,984.0,4.0,VSCS,RSMC_New_Delhi_Best_Track;MOSDAC_SCORPIO
2023-008,8.0,MIDHILI,2023,BOB,2023-11-15 03:00:00,2023-11-18 00:00:00,69.0,17,17,12,50.0,996.0,3.0,SCS,RSMC_New_Delhi_Best_Track;MOSDAC_SCORPIO
2023-009,9.0,MICHAUNG,2023,BOB,2023-12-01 00:00:00,2023-12-06 00:00:00,120.0,33,33,18,55.0,986.0,3.5,SCS,RSMC_New_Delhi_Best_Track;MOSDAC_SCORPIO
,,BIPARJOY,2023,,2023-06-05 00:00:00,2023-06-05 18:00:00,18.0,4,0,4,30.0,,,,MOSDAC_SCORPIO
,,HAMOON,2023,,2023-10-20 18:00:00,2023-10-25 18:00:00,120.0,6,0,6,25.0,,,,MOSDAC_SCORPIO
,,MICHAUNG,2023,,2023-11-30 06:00:00,2023-12-02 00:00:00,42.0,4,0,4,25.0,,,,MOSDAC_SCORPIO
,,MIDHILI,2023,,2023-11-14 18:00:00,2023-11-19 00:00:00,102.0,6,0,6,30.0,,,,MOSDAC_SCORPIO
,,MOCHA,2023,,2023-05-08 00:00:00,2023-05-09 06:00:00,30.0,6,0,6,25.0,,,,MOSDAC_SCORPIO
,,TEJ,2023,,2023-10-18 00:00:00,2023-10-25 18:00:00,186.0,14,0,14,45.0,,,,MOSDAC_SCORPIO
2024-001,1.0,REMAL,2024,BOB,2024-05-24 00:00:00,2024-05-28 06:00:00,102.0,30,30,14,60.0,978.0,3.5,SCS,RSMC_New_Delhi_Best_Track;MOSDAC_SCORPIO
2024-002,2.0,,2024,BOB,2024-07-19 03:00:00,2024-07-20 06:00:00,27.0,7,7,0,25.0,990.0,1.5,D,RSMC_New_Delhi_Best_Track
2024-003,3.0,,2024,LAND,2024-08-02 12:00:00,2024-08-05 18:00:00,78.0,17,17,0,30.0,988.0,,DD,RSMC_New_Delhi_Best_Track
2024-004,4.0,ASNA,2024,LAND,2024-08-25 00:00:00,2024-09-02 03:00:00,195.0,49,49,25,40.0,990.0,2.5,CS,RSMC_New_Delhi_Best_Track;MOSDAC_SCORPIO
2024-005,5.0,,2024,BOB,2024-08-31 00:00:00,2024-09-02 06:00:00,54.0,13,13,0,25.0,996.0,1.5,D,RSMC_New_Delhi_Best_Track
2024-006,6.0,,2024,BOB,2024-09-08 00:00:00,2024-09-10 06:00:00,54.0,13,13,0,30.0,991.0,1.5,DD,RSMC_New_Delhi_Best_Track
2024-007,7.0,,2024,LAND,2024-09-11 03:00:00,2024-09-13 00:00:00,45.0,10,10,0,25.0,994.0,,D,RSMC_New_Delhi_Best_Track
2024-008,8.0,,2024,BOB,2024-09-13 12:00:00,2024-09-17 18:00:00,102.0,22,22,0,30.0,989.0,1.5,DD,RSMC_New_Delhi_Best_Track
2024-009,9.0,,2024,ARB,2024-10-13 12:00:00,2024-10-15 12:00:00,48.0,11,11,0,25.0,1001.0,1.5,D,RSMC_New_Delhi_Best_Track
2024-010,10.0,,2024,BOB,2024-10-15 12:00:00,2024-10-16 18:00:00,30.0,7,7,0,25.0,1000.0,1.5,D,RSMC_New_Delhi_Best_Track
2024-011,11.0,DANA,2024,BOB,2024-10-22 00:00:00,2024-10-25 18:00:00,90.0,27,27,9,60.0,986.0,3.5,SCS,RSMC_New_Delhi_Best_Track;MOSDAC_SCORPIO
2024-012,12.0,FENGAL,2024,BOB,2024-11-25 03:00:00,2024-12-01 18:00:00,159.0,40,40,9,45.0,996.0,3.0,CS,RSMC_New_Delhi_Best_Track;MOSDAC_SCORPIO
2024-013,13.0,,2024,BOB,2024-12-20 12:00:00,2024-12-21 06:00:00,18.0,5,5,0,25.0,1002.0,1.5,D,RSMC_New_Delhi_Best_Track
,,REMAL,2024,,2024-05-23 12:00:00,2024-05-23 18:00:00,6.0,2,0,2,20.0,,,,MOSDAC_SCORPIO
2025-001,1.0,,2025,ARB,2025-05-24 00:00:00,2025-05-24 18:00:00,18.0,5,5,0,25.0,998.0,1.5,D,RSMC_New_Delhi_Best_Track
2025-002,2.0,,2025,BOB,2025-05-29 00:00:00,2025-05-30 06:00:00,30.0,8,8,0,30.0,986.0,2.0,DD,RSMC_New_Delhi_Best_Track
2025-003,3.0,,2025,LAND,2025-07-14 06:00:00,2025-07-15 00:00:00,18.0,4,4,0,20.0,996.0,,D,RSMC_New_Delhi_Best_Track
2025-004,4.0,,2025,LAND,2025-07-15 03:00:00,2025-07-15 18:00:00,15.0,4,4,0,20.0,993.0,,D,RSMC_New_Delhi_Best_Track
2025-005,5.0,,2025,LAND,2025-07-17 00:00:00,2025-07-19 18:00:00,66.0,15,15,0,25.0,993.0,,D,RSMC_New_Delhi_Best_Track
2025-006,6.0,,2025,BOB,2025-07-25 00:00:00,2025-07-26 18:00:00,42.0,10,10,0,25.0,988.0,1.5,D,RSMC_New_Delhi_Best_Track
2025-007,7.0,,2025,BOB,2025-08-18 12:00:00,2025-08-19 06:00:00,18.0,5,5,0,20.0,996.0,1.5,D,RSMC_New_Delhi_Best_Track
2025-008,8.0,,2025,LAND,2025-09-06 18:00:00,2025-09-10 18:00:00,96.0,21,21,0,30.0,995.0,1.5,DD,RSMC_New_Delhi_Best_Track
2025-009,9.0,,2025,BOB,2025-09-26 12:00:00,2025-09-28 00:00:00,36.0,8,8,0,25.0,998.0,1.5,D,RSMC_New_Delhi_Best_Track
2025-010,10.0,,2025,BOB,2025-10-01 06:00:00,2025-10-03 06:00:00,48.0,11,11,0,30.0,995.0,2.0,DD,RSMC_New_Delhi_Best_Track
2025-011,11.0,SHAKHTI,2025,ARB,2025-10-01 12:00:00,2025-10-07 06:00:00,138.0,41,41,19,60.0,986.0,3.5,SCS,RSMC_New_Delhi_Best_Track;MOSDAC_SCORPIO
2025-012,12.0,,2025,ARB,2025-10-22 00:00:00,2025-10-31 18:00:00,234.0,50,50,0,25.0,1000.0,1.5,D,RSMC_New_Delhi_Best_Track
2025-013,13.0,MONTHA,2025,BOB,2025-10-25 00:00:00,2025-10-29 18:00:00,114.0,32,32,20,50.0,990.0,3.0,SCS,RSMC_New_Delhi_Best_Track;MOSDAC_SCORPIO
2025-014,14.0,SENYAR,2025,BOB,2025-11-25 03:00:00,2025-11-27 15:00:00,60.0,17,17,10,40.0,999.0,2.5,CS,RSMC_New_Delhi_Best_Track;MOSDAC_SCORPIO
2025-015,15.0,DITWAH,2025,BOB,2025-11-26 18:00:00,2025-12-02 18:00:00,144.0,41,41,0,40.0,1000.0,2.5,CS,RSMC_New_Delhi_Best_Track
,,DITWAH,2025,,2025-10-23 12:00:00,2025-10-29 12:00:00,144.0,26,0,26,110.0,,,,MOSDAC_SCORPIO
,,MONTHA,2025,,2025-10-23 12:00:00,2025-10-24 18:00:00,30.0,6,0,6,25.0,,,,MOSDAC_SCORPIO
,,SENYAR,2025,,2025-11-25 00:00:00,2025-11-29 06:00:00,102.0,8,0,8,40.0,,,,MOSDAC_SCORPIO
,,SHAKHTI,2025,,2025-09-30 00:00:00,2025-10-01 06:00:00,30.0,6,0,6,25.0,,,,MOSDAC_SCORPIO
2026-001,1.0,,2026,BOB,2026-01-07 03:00:00,2026-01-10 12:00:00,81.0,18,18,0,30.0,1004.0,2.0,DD,RSMC_New_Delhi_Best_Track
