imd_storm_id,name,year,dt_snap,lat,lon,wind_kt,imd_pressure_hpa,imd_dvorak_ci,imd_grade,imd_pressure_drop,oci,oci_diameter,scorpio_wind_kt,scorpio_flag,scorpio_intensity_qc,pos_suspect,date_suspect,data_source,provenance,provenance_url
2013-005,PHAILIN,2013,2013-10-09 18:00:00,14.0,92.0,40.0,998.0,2.5,CS,8.0,,,40.0,0.0,ok,False,False,SCORPIO+IMD,RSMC_New_Delhi_Best_Track_imdtrack_v0.3.0;MOSDAC_SCORPIO,https://rsmcnewdelhi.imd.gov.in/download.php?path=uploads/best-track/78b4b0_Best_Tracks__Data__1982-2026_.xlsx;https://mosdac.gov.in/scorpio
2013-005,PHAILIN,2013,2013-10-09 21:00:00,14.0,92.0,45.0,996.0,3.0,CS,10.0,,,45.0,0.0,ok,False,False,SCORPIO+IMD,RSMC_New_Delhi_Best_Track_imdtrack_v0.3.0;MOSDAC_SCORPIO,https://rsmcnewdelhi.imd.gov.in/download.php?path=uploads/best-track/78b4b0_Best_Tracks__Data__1982-2026_.xlsx;https://mosdac.gov.in/scorpio
2013-005,PHAILIN,2013,2013-10-10 00:00:00,14.5,91.5,45.0,996.0,3.0,CS,10.0,,,45.0,0.0,ok,False,False,SCORPIO+IMD,RSMC_New_Delhi_Best_Track_imdtrack_v0.3.0;MOSDAC_SCORPIO,https://rsmcnewdelhi.imd.gov.in/download.php?path=uploads/best-track/78b4b0_Best_Tracks__Data__1982-2026_.xlsx;https://mosdac.gov.in/scorpio
2013-005,PHAILIN,2013,2013-10-10 03:00:00,14.5,91.0,55.0,990.0,3.5,SCS,15.0,,,55.0,0.0,ok,False,False,SCORPIO+IMD,RSMC_New_Delhi_Best_Track_imdtrack_v0.3.0;MOSDAC_SCORPIO,https://rsmcnewdelhi.imd.gov.in/download.php?path=uploads/best-track/78b4b0_Best_Tracks__Data__1982-2026_.xlsx;https://mosdac.gov.in/scorpio
2013-005,PHAILIN,2013,2013-10-10 06:00:00,15.0,90.5,65.0,984.0,4.0,VSCS,22.0,,,65.0,0.0,ok,False,False,SCORPIO+IMD,RSMC_New_Delhi_Best_Track_imdtrack_v0.3.0;MOSDAC_SCORPIO,https://rsmcnewdelhi.imd.gov.in/download.php?path=uploads/best-track/78b4b0_Best_Tracks__Data__1982-2026_.xlsx;https://mosdac.gov.in/scorpio
2013-005,PHAILIN,2013,2013-10-10 09:00:00,15.0,90.5,70.0,982.0,4.0,VSCS,24.0,,,70.0,0.0,ok,False,False,SCORPIO+IMD,RSMC_New_Delhi_Best_Track_imdtrack_v0.3.0;MOSDAC_SCORPIO,https://rsmcnewdelhi.imd.gov.in/download.php?path=uploads/best-track/78b4b0_Best_Tracks__Data__1982-2026_.xlsx;https://mosdac.gov.in/scorpio
2013-005,PHAILIN,2013,2013-10-10 12:00:00,15.5,90.0,75.0,976.0,4.5,VSCS,30.0,,,75.0,0.0,ok,False,False,SCORPIO+IMD,RSMC_New_Delhi_Best_Track_imdtrack_v0.3.0;MOSDAC_SCORPIO,https://rsmcnewdelhi.imd.gov.in/download.php?path=uploads/best-track/78b4b0_Best_Tracks__Data__1982-2026_.xlsx;https://mosdac.gov.in/scorpio
2013-005,PHAILIN,2013,2013-10-10 15:00:00,15.5,90.0,90.0,966.0,5.0,ESCS,40.0,,,90.0,0.0,ok,False,False,SCORPIO+IMD,RSMC_New_Delhi_Best_Track_imdtrack_v0.3.0;MOSDAC_SCORPIO,https://rsmcnewdelhi.imd.gov.in/download.php?path=uploads/best-track/78b4b0_Best_Tracks__Data__1982-2026_.xlsx;https://mosdac.gov.in/scorpio
2013-005,PHAILIN,2013,2013-10-10 18:00:00,15.5,89.5,95.0,960.0,5.0,ESCS,46.0,,,95.0,0.0,ok,False,False,SCORPIO+IMD,RSMC_New_Delhi_Best_Track_imdtrack_v0.3.0;MOSDAC_SCORPIO,https://rsmcnewdelhi.imd.gov.in/download.php?path=uploads/best-track/78b4b0_Best_Tracks__Data__1982-2026_.xlsx;https://mosdac.gov.in/scorpio
2013-005,PHAILIN,2013,2013-10-10 21:00:00,15.5,89.0,100.0,954.0,5.5,ESCS,52.0,,,100.0,0.0,ok,False,False,SCORPIO+IMD,RSMC_New_Delhi_Best_Track_imdtrack_v0.3.0;MOSDAC_SCORPIO,https://rsmcnewdelhi.imd.gov.in/download.php?path=uploads/best-track/78b4b0_Best_Tracks__Data__1982-2026_.xlsx;https://mosdac.gov.in/scorpio
2013-005,PHAILIN,2013,2013-10-11 00:00:00,16.0,88.5,110.0,946.0,5.5,ESCS,60.0,,,110.0,0.0,ok,False,False,SCORPIO+IMD,RSMC_New_Delhi_Best_Track_imdtrack_v0.3.0;MOSDAC_SCORPIO,https://rsmcnewdelhi.imd.gov.in/download.php?path=uploads/best-track/78b4b0_Best_Tracks__Data__1982-2026_.xlsx;https://mosdac.gov.in/scorpio
2013-005,PHAILIN,2013,2013-10-11 03:00:00,16.0,88.5,115.0,940.0,6.0,ESCS,66.0,,,115.0,0.0,ok,False,False,SCORPIO+IMD,RSMC_New_Delhi_Best_Track_imdtrack_v0.3.0;MOSDAC_SCORPIO,https://rsmcnewdelhi.imd.gov.in/download.php?path=uploads/best-track/78b4b0_Best_Tracks__Data__1982-2026_.xlsx;https://mosdac.gov.in/scorpio
2013-005,PHAILIN,2013,2013-10-11 06:00:00,16.2,88.3,115.0,940.0,6.0,ESCS,66.0,,,115.0,0.0,ok,False,False,SCORPIO+IMD,RSMC_New_Delhi_Best_Track_imdtrack_v0.3.0;MOSDAC_SCORPIO,https://rsmcnewdelhi.imd.gov.in/download.php?path=uploads/best-track/78b4b0_Best_Tracks__Data__1982-2026_.xlsx;https://mosdac.gov.in/scorpio
2013-005,PHAILIN,2013,2013-10-11 09:00:00,16.5,88.0,115.0,940.0,6.0,ESCS,66.0,,,115.0,0.0,ok,False,False,SCORPIO+IMD,RSMC_New_Delhi_Best_Track_imdtrack_v0.3.0;MOSDAC_SCORPIO,https://rsmcnewdelhi.imd.gov.in/download.php?path=uploads/best-track/78b4b0_Best_Tracks__Data__1982-2026_.xlsx;https://mosdac.gov.in/scorpio
2013-005,PHAILIN,2013,2013-10-11 12:00:00,16.8,87.7,115.0,940.0,6.0,ESCS,66.0,,,115.0,0.0,ok,False,False,SCORPIO+IMD,RSMC_New_Delhi_Best_Track_imdtrack_v0.3.0;MOSDAC_SCORPIO,https://rsmcnewdelhi.imd.gov.in/download.php?path=uploads/best-track/78b4b0_Best_Tracks__Data__1982-2026_.xlsx;https://mosdac.gov.in/scorpio
2013-005,PHAILIN,2013,2013-10-11 15:00:00,16.9,87.2,115.0,940.0,6.0,ESCS,66.0,,,115.0,0.0,ok,False,False,SCORPIO+IMD,RSMC_New_Delhi_Best_Track_imdtrack_v0.3.0;MOSDAC_SCORPIO,https://rsmcnewdelhi.imd.gov.in/download.php?path=uploads/best-track/78b4b0_Best_Tracks__Data__1982-2026_.xlsx;https://mosdac.gov.in/scorpio
2013-005,PHAILIN,2013,2013-10-11 18:00:00,17.0,87.0,115.0,940.0,6.0,ESCS,66.0,,,115.0,0.0,ok,False,False,SCORPIO+IMD,RSMC_New_Delhi_Best_Track_imdtrack_v0.3.0;MOSDAC_SCORPIO,https://rsmcnewdelhi.imd.gov.in/download.php?path=uploads/best-track/78b4b0_Best_Tracks__Data__1982-2026_.xlsx;https://mosdac.gov.in/scorpio
2013-005,PHAILIN,2013,2013-10-11 21:00:00,17.1,86.8,115.0,940.0,6.0,ESCS,66.0,,,115.0,0.0,ok,False,False,SCORPIO+IMD,RSMC_New_Delhi_Best_Track_imdtrack_v0.3.0;MOSDAC_SCORPIO,https://rsmcnewdelhi.imd.gov.in/download.php?path=uploads/best-track/78b4b0_Best_Tracks__Data__1982-2026_.xlsx;https://mosdac.gov.in/scorpio
2013-005,PHAILIN,2013,2013-10-12 00:00:00,17.5,86.5,115.0,940.0,6.0,ESCS,66.0,,,115.0,0.0,ok,False,False,SCORPIO+IMD,RSMC_New_Delhi_Best_Track_imdtrack_v0.3.0;MOSDAC_SCORPIO,https://rsmcnewdelhi.imd.gov.in/download.php?path=uploads/best-track/78b4b0_Best_Tracks__Data__1982-2026_.xlsx;https://mosdac.gov.in/scorpio
2013-005,PHAILIN,2013,2013-10-12 03:00:00,17.8,86.0,115.0,940.0,6.0,ESCS,66.0,,,115.0,0.0,ok,False,False,SCORPIO+IMD,RSMC_New_Delhi_Best_Track_imdtrack_v0.3.0;MOSDAC_SCORPIO,https://rsmcnewdelhi.imd.gov.in/download.php?path=uploads/best-track/78b4b0_Best_Tracks__Data__1982-2026_.xlsx;https://mosdac.gov.in/scorpio
2013-005,PHAILIN,2013,2013-10-12 06:00:00,18.1,85.7,115.0,940.0,6.0,ESCS,66.0,,,115.0,0.0,ok,False,False,SCORPIO+IMD,RSMC_New_Delhi_Best_Track_imdtrack_v0.3.0;MOSDAC_SCORPIO,https://rsmcnewdelhi.imd.gov.in/download.php?path=uploads/best-track/78b4b0_Best_Tracks__Data__1982-2026_.xlsx;https://mosdac.gov.in/scorpio
2013-005,PHAILIN,2013,2013-10-12 09:00:00,18.6,85.4,115.0,940.0,6.0,ESCS,66.0,,,115.0,0.0,ok,False,False,SCORPIO+IMD,RSMC_New_Delhi_Best_Track_imdtrack_v0.3.0;MOSDAC_SCORPIO,https://rsmcnewdelhi.imd.gov.in/download.php?path=uploads/best-track/78b4b0_Best_Tracks__Data__1982-2026_.xlsx;https://mosdac.gov.in/scorpio
2013-005,PHAILIN,2013,2013-10-12 12:00:00,18.7,85.2,115.0,940.0,6.0,ESCS,66.0,,,115.0,0.0,ok,False,False,SCORPIO+IMD,RSMC_New_Delhi_Best_Track_imdtrack_v0.3.0;MOSDAC_SCORPIO,https://rsmcnewdelhi.imd.gov.in/download.php?path=uploads/best-track/78b4b0_Best_Tracks__Data__1982-2026_.xlsx;https://mosdac.gov.in/scorpio
2013-005,PHAILIN,2013,2013-10-12 15:00:00,19.1,85.2,115.0,940.0,6.0,ESCS,66.0,,,115.0,0.0,ok,False,False,SCORPIO+IMD,RSMC_New_Delhi_Best_Track_imdtrack_v0.3.0;MOSDAC_SCORPIO,https://rsmcnewdelhi.imd.gov.in/download.php?path=uploads/best-track/78b4b0_Best_Tracks__Data__1982-2026_.xlsx;https://mosdac.gov.in/scorpio
2013-005,PHAILIN,2013,2013-10-12 18:00:00,19.5,84.8,100.0,956.0,,ESCS,50.0,,,100.0,0.0,ok,False,False,SCORPIO+IMD,RSMC_New_Delhi_Best_Track_imdtrack_v0.3.0;MOSDAC_SCORPIO,https://rsmcnewdelhi.imd.gov.in/download.php?path=uploads/best-track/78b4b0_Best_Tracks__Data__1982-2026_.xlsx;https://mosdac.gov.in/scorpio
2013-005,PHAILIN,2013,2013-10-12 21:00:00,20.0,84.5,90.0,966.0,,ESCS,40.0,,,90.0,0.0,ok,False,False,SCORPIO+IMD,RSMC_New_Delhi_Best_Track_imdtrack_v0.3.0;MOSDAC_SCORPIO,https://rsmcnewdelhi.imd.gov.in/download.php?path=uploads/best-track/78b4b0_Best_Tracks__Data__1982-2026_.xlsx;https://mosdac.gov.in/scorpio
2013-005,PHAILIN,2013,2013-10-13 00:00:00,20.5,84.5,75.0,976.0,,VSCS,30.0,,,75.0,0.0,ok,False,False,SCORPIO+IMD,RSMC_New_Delhi_Best_Track_imdtrack_v0.3.0;MOSDAC_SCORPIO,https://rsmcnewdelhi.imd.gov.in/download.php?path=uploads/best-track/78b4b0_Best_Tracks__Data__1982-2026_.xlsx;https://mosdac.gov.in/scorpio
2013-005,PHAILIN,2013,2013-10-13 03:00:00,21.0,84.0,55.0,990.0,,SCS,15.0,,,55.0,0.0,ok,False,False,SCORPIO+IMD,RSMC_New_Delhi_Best_Track_imdtrack_v0.3.0;MOSDAC_SCORPIO,https://rsmcnewdelhi.imd.gov.in/download.php?path=uploads/best-track/78b4b0_Best_Tracks__Data__1982-2026_.xlsx;https://mosdac.gov.in/scorpio
2013-005,PHAILIN,2013,2013-10-13 06:00:00,21.5,84.0,40.0,992.0,,CS,13.0,,,40.0,0.0,ok,False,False,SCORPIO+IMD,RSMC_New_Delhi_Best_Track_imdtrack_v0.3.0;MOSDAC_SCORPIO,https://rsmcnewdelhi.imd.gov.in/download.php?path=uploads/best-track/78b4b0_Best_Tracks__Data__1982-2026_.xlsx;https://mosdac.gov.in/scorpio
2013-005,PHAILIN,2013,2013-10-13 09:00:00,21.8,83.8,35.0,993.0,,CS,12.0,,,35.0,0.0,ok,False,False,SCORPIO+IMD,RSMC_New_Delhi_Best_Track_imdtrack_v0.3.0;MOSDAC_SCORPIO,https://rsmcnewdelhi.imd.gov.in/download.php?path=uploads/best-track/78b4b0_Best_Tracks__Data__1982-2026_.xlsx;https://mosdac.gov.in/scorpio
2013-005,PHAILIN,2013,2013-10-13 12:00:00,22.5,83.8,35.0,994.0,,CS,10.0,,,35.0,0.0,ok,False,False,SCORPIO+IMD,RSMC_New_Delhi_Best_Track_imdtrack_v0.3.0;MOSDAC_SCORPIO,https://rsmcnewdelhi.imd.gov.in/download.php?path=uploads/best-track/78b4b0_Best_Tracks__Data__1982-2026_.xlsx;https://mosdac.gov.in/scorpio
2013-005,PHAILIN,2013,2013-10-13 18:00:00,23.0,83.5,30.0,996.0,,DD,6.0,,,30.0,0.0,ok,False,False,SCORPIO+IMD,RSMC_New_Delhi_Best_Track_imdtrack_v0.3.0;MOSDAC_SCORPIO,https://rsmcnewdelhi.imd.gov.in/download.php?path=uploads/best-track/78b4b0_Best_Tracks__Data__1982-2026_.xlsx;https://mosdac.gov.in/scorpio
2013-005,PHAILIN,2013,2013-10-14 00:00:00,23.5,84.0,30.0,1000.0,,DD,5.0,,,30.0,1.0,ok,False,False,SCORPIO+IMD,RSMC_New_Delhi_Best_Track_imdtrack_v0.3.0;MOSDAC_SCORPIO,https://rsmcnewdelhi.imd.gov.in/download.php?path=uploads/best-track/78b4b0_Best_Tracks__Data__1982-2026_.xlsx;https://mosdac.gov.in/scorpio
2013-005,PHAILIN,2013,2013-10-14 03:00:00,24.0,84.1,25.0,1002.0,,D,4.0,,,25.0,1.0,ok,False,False,SCORPIO+IMD,RSMC_New_Delhi_Best_Track_imdtrack_v0.3.0;MOSDAC_SCORPIO,https://rsmcnewdelhi.imd.gov.in/download.php?path=uploads/best-track/78b4b0_Best_Tracks__Data__1982-2026_.xlsx;https://mosdac.gov.in/scorpio
2013-005,PHAILIN,2013,2013-10-14 06:00:00,24.5,84.2,25.0,1004.0,,D,3.0,,,25.0,1.0,ok,False,False,SCORPIO+IMD,RSMC_New_Delhi_Best_Track_imdtrack_v0.3.0;MOSDAC_SCORPIO,https://rsmcnewdelhi.imd.gov.in/download.php?path=uploads/best-track/78b4b0_Best_Tracks__Data__1982-2026_.xlsx;https://mosdac.gov.in/scorpio
2013-006,,2013,2013-11-08 06:00:00,8.0,56.5,25.0,1006.0,1.5,D,3.0,,,,,,False,False,IMD_only,RSMC_New_Delhi_Best_Track_imdtrack_v0.3.0,https://rsmcnewdelhi.imd.gov.in/download.php?path=uploads/best-track/78b4b0_Best_Tracks__Data__1982-2026_.xlsx
2013-006,,2013,2013-11-08 12:00:00,8.0,55.0,25.0,1004.0,1.5,D,3.0,,,,,,False,False,IMD_only,RSMC_New_Delhi_Best_Track_imdtrack_v0.3.0,https://rsmcnewdelhi.imd.gov.in/download.php?path=uploads/best-track/78b4b0_Best_Tracks__Data__1982-2026_.xlsx
2013-006,,2013,2013-11-08 18:00:00,8.0,54.0,25.0,1004.0,1.5,D,3.0,,,,,,False,False,IMD_only,RSMC_New_Delhi_Best_Track_imdtrack_v0.3.0,https://rsmcnewdelhi.imd.gov.in/download.php?path=uploads/best-track/78b4b0_Best_Tracks__Data__1982-2026_.xlsx
2013-006,,2013,2013-11-09 00:00:00,8.0,53.0,30.0,1002.0,2.0,DD,5.0,,,,,,False,False,IMD_only,RSMC_New_Delhi_Best_Track_imdtrack_v0.3.0,https://rsmcnewdelhi.imd.gov.in/download.php?path=uploads/best-track/78b4b0_Best_Tracks__Data__1982-2026_.xlsx
2013-006,,2013,2013-11-09 03:00:00,8.0,52.5,30.0,1002.0,2.0,DD,5.0,,,,,,False,False,IMD_only,RSMC_New_Delhi_Best_Track_imdtrack_v0.3.0,https://rsmcnewdelhi.imd.gov.in/download.php?path=uploads/best-track/78b4b0_Best_Tracks__Data__1982-2026_.xlsx
2013-006,,2013,2013-11-09 06:00:00,8.0,52.5,30.0,1002.0,2.0,DD,5.0,,,,,,False,False,IMD_only,RSMC_New_Delhi_Best_Track_imdtrack_v0.3.0,https://rsmcnewdelhi.imd.gov.in/download.php?path=uploads/best-track/78b4b0_Best_Tracks__Data__1982-2026_.xlsx
2013-006,,2013,2013-11-09 12:00:00,8.0,51.5,30.0,1002.0,2.0,DD,5.0,,,,,,False,False,IMD_only,RSMC_New_Delhi_Best_Track_imdtrack_v0.3.0,https://rsmcnewdelhi.imd.gov.in/download.php?path=uploads/best-track/78b4b0_Best_Tracks__Data__1982-2026_.xlsx
2013-006,,2013,2013-11-09 18:00:00,8.0,51.5,30.0,1002.0,2.0,DD,5.0,,,,,,False,False,IMD_only,RSMC_New_Delhi_Best_Track_imdtrack_v0.3.0,https://rsmcnewdelhi.imd.gov.in/download.php?path=uploads/best-track/78b4b0_Best_Tracks__Data__1982-2026_.xlsx
2013-006,,2013,2013-11-10 00:00:00,8.0,51.5,30.0,1002.0,2.0,DD,5.0,,,,,,False,False,IMD_only,RSMC_New_Delhi_Best_Track_imdtrack_v0.3.0,https://rsmcnewdelhi.imd.gov.in/download.php?path=uploads/best-track/78b4b0_Best_Tracks__Data__1982-2026_.xlsx
2013-006,,2013,2013-11-10 03:00:00,8.0,51.5,30.0,1002.0,2.0,DD,5.0,,,,,,False,False,IMD_only,RSMC_New_Delhi_Best_Track_imdtrack_v0.3.0,https://rsmcnewdelhi.imd.gov.in/download.php?path=uploads/best-track/78b4b0_Best_Tracks__Data__1982-2026_.xlsx
2013-006,,2013,2013-11-10 06:00:00,8.0,51.0,30.0,1002.0,2.0,DD,5.0,,,,,,False,False,IMD_only,RSMC_New_Delhi_Best_Track_imdtrack_v0.3.0,https://rsmcnewdelhi.imd.gov.in/download.php?path=uploads/best-track/78b4b0_Best_Tracks__Data__1982-2026_.xlsx
2013-006,,2013,2013-11-10 12:00:00,8.0,51.0,30.0,1002.0,2.0,DD,5.0,,,,,,False,False,IMD_only,RSMC_New_Delhi_Best_Track_imdtrack_v0.3.0,https://rsmcnewdelhi.imd.gov.in/download.php?path=uploads/best-track/78b4b0_Best_Tracks__Data__1982-2026_.xlsx
2013-006,,2013,2013-11-10 18:00:00,8.1,50.5,30.0,1002.0,2.0,DD,5.0,,,,,,False,False,IMD_only,RSMC_New_Delhi_Best_Track_imdtrack_v0.3.0,https://rsmcnewdelhi.imd.gov.in/download.php?path=uploads/best-track/78b4b0_Best_Tracks__Data__1982-2026_.xlsx
2013-006,,2013,2013-11-11 00:00:00,8.2,50.0,30.0,1002.0,,DD,5.0,,,,,,False,False,IMD_only,RSMC_New_Delhi_Best_Track_imdtrack_v0.3.0,https://rsmcnewdelhi.imd.gov.in/download.php?path=uploads/best-track/78b4b0_Best_Tracks__Data__1982-2026_.xlsx
2013-006,,2013,2013-11-11 03:00:00,8.4,49.6,30.0,1002.0,,DD,5.0,,,,,,False,False,IMD_only,RSMC_New_Delhi_Best_Track_imdtrack_v0.3.0,https://rsmcnewdelhi.imd.gov.in/download.php?path=uploads/best-track/78b4b0_Best_Tracks__Data__1982-2026_.xlsx
2013-006,,2013,2013-11-11 06:00:00,8.7,49.3,25.0,1004.0,,D,3.0,,,,,,False,False,IMD_only,RSMC_New_Delhi_Best_Track_imdtrack_v0.3.0,https://rsmcnewdelhi.imd.gov.in/download.php?path=uploads/best-track/78b4b0_Best_Tracks__Data__1982-2026_.xlsx
2013-007,,2013,2013-11-13 00:00:00,11.5,86.5,25.0,1004.0,1.5,D,3.0,,,,,,False,False,IMD_only,RSMC_New_Delhi_Best_Track_imdtrack_v0.3.0,https://rsmcnewdelhi.imd.gov.in/download.php?path=uploads/best-track/78b4b0_Best_Tracks__Data__1982-2026_.xlsx
2013-007,,2013,2013-11-13 03:00:00,11.5,86.0,25.0,1004.0,1.5,D,3.0,,,,,,False,False,IMD_only,RSMC_New_Delhi_Best_Track_imdtrack_v0.3.0,https://rsmcnewdelhi.imd.gov.in/download.php?path=uploads/best-track/78b4b0_Best_Tracks__Data__1982-2026_.xlsx
2013-007,,2013,2013-11-13 06:00:00,11.5,86.0,25.0,1004.0,1.5,D,3.0,,,,,,False,False,IMD_only,RSMC_New_Delhi_Best_Track_imdtrack_v0.3.0,https://rsmcnewdelhi.imd.gov.in/download.php?path=uploads/best-track/78b4b0_Best_Tracks__Data__1982-2026_.xlsx
2013-007,,2013,2013-11-13 12:00:00,11.5,86.0,25.0,1003.0,1.5,D,4.0,,,,,,False,False,IMD_only,RSMC_New_Delhi_Best_Track_imdtrack_v0.3.0,https://rsmcnewdelhi.imd.gov.in/download.php?path=uploads/best-track/78b4b0_Best_Tracks__Data__1982-2026_.xlsx
2013-007,,2013,2013-11-13 18:00:00,11.5,85.5,25.0,1003.0,1.5,D,4.0,,,,,,False,False,IMD_only,RSMC_New_Delhi_Best_Track_imdtrack_v0.3.0,https://rsmcnewdelhi.imd.gov.in/download.php?path=uploads/best-track/78b4b0_Best_Tracks__Data__1982-2026_.xlsx
2013-007,,2013,2013-11-14 00:00:00,11.5,85.0,25.0,1003.0,1.5,D,4.0,,,,,,False,False,IMD_only,RSMC_New_Delhi_Best_Track_imdtrack_v0.3.0,https://rsmcnewdelhi.imd.gov.in/download.php?path=uploads/best-track/78b4b0_Best_Tracks__Data__1982-2026_.xlsx
2013-007,,2013,2013-11-14 03:00:00,11.5,85.0,25.0,1003.0,1.5,D,4.0,,,,,,False,False,IMD_only,RSMC_New_Delhi_Best_Track_imdtrack_v0.3.0,https://rsmcnewdelhi.imd.gov.in/download.php?path=uploads/best-track/78b4b0_Best_Tracks__Data__1982-2026_.xlsx
2013-007,,2013,2013-11-14 06:00:00,11.5,85.0,25.0,1003.0,1.5,D,4.0,,,,,,False,False,IMD_only,RSMC_New_Delhi_Best_Track_imdtrack_v0.3.0,https://rsmcnewdelhi.imd.gov.in/download.php?path=uploads/best-track/78b4b0_Best_Tracks__Data__1982-2026_.xlsx
2013-007,,2013,2013-11-14 12:00:00,10.5,84.5,25.0,1003.0,1.5,D,4.0,,,,,,False,False,IMD_only,RSMC_New_Delhi_Best_Track_imdtrack_v0.3.0,https://rsmcnewdelhi.imd.gov.in/download.php?path=uploads/best-track/78b4b0_Best_Tracks__Data__1982-2026_.xlsx
2013-007,,2013,2013-11-14 18:00:00,10.5,84.5,25.0,1003.0,1.5,D,4.0,,,,,,False,False,IMD_only,RSMC_New_Delhi_Best_Track_imdtrack_v0.3.0,https://rsmcnewdelhi.imd.gov.in/download.php?path=uploads/best-track/78b4b0_Best_Tracks__Data__1982-2026_.xlsx
2013-007,,2013,2013-11-15 00:00:00,10.0,84.0,25.0,1003.0,1.5,D,4.0,,,,,,False,False,IMD_only,RSMC_New_Delhi_Best_Track_imdtrack_v0.3.0,https://rsmcnewdelhi.imd.gov.in/download.php?path=uploads/best-track/78b4b0_Best_Tracks__Data__1982-2026_.xlsx
2013-007,,2013,2013-11-15 03:00:00,9.5,83.5,25.0,1003.0,1.5,D,4.0,,,,,,False,False,IMD_only,RSMC_New_Delhi_Best_Track_imdtrack_v0.3.0,https://rsmcnewdelhi.imd.gov.in/download.php?path=uploads/best-track/78b4b0_Best_Tracks__Data__1982-2026_.xlsx
2013-007,,2013,2013-11-15 06:00:00,9.5,83.5,25.0,1003.0,1.5,D,4.0,,,,,,False,False,IMD_only,RSMC_New_Delhi_Best_Track_imdtrack_v0.3.0,https://rsmcnewdelhi.imd.gov.in/download.php?path=uploads/best-track/78b4b0_Best_Tracks__Data__1982-2026_.xlsx
2013-007,,2013,2013-11-15 12:00:00,9.5,83.0,25.0,1003.0,1.5,D,4.0,,,,,,False,False,IMD_only,RSMC_New_Delhi_Best_Track_imdtrack_v0.3.0,https://rsmcnewdelhi.imd.gov.in/download.php?path=uploads/best-track/78b4b0_Best_Tracks__Data__1982-2026_.xlsx
2013-007,,2013,2013-11-15 18:00:00,10.0,82.0,25.0,1003.0,1.5,D,4.0,,,,,,False,False,IMD_only,RSMC_New_Delhi_Best_Track_imdtrack_v0.3.0,https://rsmcnewdelhi.imd.gov.in/download.php?path=uploads/best-track/78b4b0_Best_Tracks__Data__1982-2026_.xlsx
2013-007,,2013,2013-11-16 00:00:00,10.5,81.5,25.0,1003.0,1.5,D,4.0,,,,,,False,False,IMD_only,RSMC_New_Delhi_Best_Track_imdtrack_v0.3.0,https://rsmcnewdelhi.imd.gov.in/download.php?path=uploads/best-track/78b4b0_Best_Tracks__Data__1982-2026_.xlsx
2013-007,,2013,2013-11-16 03:00:00,11.0,80.5,25.0,1003.0,1.5,D,4.0,,,,,,False,False,IMD_only,RSMC_New_Delhi_Best_Track_imdtrack_v0.3.0,https://rsmcnewdelhi.imd.gov.in/download.php?path=uploads/best-track/78b4b0_Best_Tracks__Data__1982-2026_.xlsx
2013-007,,2013,2013-11-16 06:00:00,11.0,80.0,25.0,1003.0,1.5,D,4.0,,,,,,False,False,IMD_only,RSMC_New_Delhi_Best_Track_imdtrack_v0.3.0,https://rsmcnewdelhi.imd.gov.in/download.php?path=uploads/best-track/78b4b0_Best_Tracks__Data__1982-2026_.xlsx
2013-007,,2013,2013-11-16 09:00:00,11.0,79.5,25.0,1004.0,,D,4.0,,,,,,False,False,IMD_only,RSMC_New_Delhi_Best_Track_imdtrack_v0.3.0,https://rsmcnewdelhi.imd.gov.in/download.php?path=uploads/best-track/78b4b0_Best_Tracks__Data__1982-2026_.xlsx
2013-007,,2013,2013-11-16 12:00:00,11.0,79.0,25.0,,,D,3.0,,,,,,False,False,IMD_only,RSMC_New_Delhi_Best_Track_imdtrack_v0.3.0,https://rsmcnewdelhi.imd.gov.in/download.php?path=uploads/best-track/78b4b0_Best_Tracks__Data__1982-2026_.xlsx
2013-007,,2013,2013-11-16 18:00:00,11.0,78.0,25.0,,,D,,,,,,,False,False,IMD_only,RSMC_New_Delhi_Best_Track_imdtrack_v0.3.0,https://rsmcnewdelhi.imd.gov.in/download.php?path=uploads/best-track/78b4b0_Best_Tracks__Data__1982-2026_.xlsx
2013-008,HELEN,2013,2013-11-19 00:00:00,14.5,86.5,25.0,1004.0,1.5,D,3.0,,,25.0,0.0,ok,False,False,SCORPIO+IMD,RSMC_New_Delhi_Best_Track_imdtrack_v0.3.0;MOSDAC_SCORPIO,https://rsmcnewdelhi.imd.gov.in/download.php?path=uploads/best-track/78b4b0_Best_Tracks__Data__1982-2026_.xlsx;https://mosdac.gov.in/scorpio
2013-008,HELEN,2013,2013-11-19 03:00:00,14.5,86.0,25.0,1004.0,1.5,D,3.0,,,25.0,0.0,ok,False,False,SCORPIO+IMD,RSMC_New_Delhi_Best_Track_imdtrack_v0.3.0;MOSDAC_SCORPIO,https://rsmcnewdelhi.imd.gov.in/download.php?path=uploads/best-track/78b4b0_Best_Tracks__Data__1982-2026_.xlsx;https://mosdac.gov.in/scorpio
2013-008,HELEN,2013,2013-11-19 06:00:00,14.5,85.5,25.0,1004.0,1.5,D,3.0,,,25.0,0.0,ok,False,False,SCORPIO+IMD,RSMC_New_Delhi_Best_Track_imdtrack_v0.3.0;MOSDAC_SCORPIO,https://rsmcnewdelhi.imd.gov.in/download.php?path=uploads/best-track/78b4b0_Best_Tracks__Data__1982-2026_.xlsx;https://mosdac.gov.in/scorpio
